video_id,duration
ds3tvjwdmGM,PT2M6S
npCluN5VHF0,PT8M59S
mUcUy7SqdS0,PT38M18S
VTVLcK2zybM,PT2M44S
iLN0_ghe-Tc,PT1H28M21S
BGk6_KEFtLE,PT1M50S
7QLZXfVJmEY,PT9M26S
h2DY-VCtb54,PT1M9S
MhneJpcGVD8,PT1M20S
6ZfuNTqbHE8,PT2M25S
nx1R-eHSkfM,PT1M3S
evhLzq7Gsak,PT3M31S
My4RA5I0FKs,PT9M9S
WeyLEe1T0yo,PT4M
KXHrCBkIxQQ,PT2M12S
7AXo-bYGXI4,PT3M36S
REt-3P5h4Lo,PT3M57S
v1OhsiZjpww,PT1M29S
0nybdPCuvRI,PT59S
ZfHiw_LFNGw,PT2M19S
ggpoZyF2lU0,PT1M17S
qEklBC2BQig,PT31M45S
F0rXPrnC_Ps,PT6M16S
xegUPsJaUKc,PT5M4S
LYX7CnSiBSM,PT3M25S
y7QjFRtt-sg,PT5M6S
1vc1cKeor5A,PT8M44S
JDK3l9TmwAo,PT2M48S
W8_T7MMywcs,PT24M5S
CXK3OiDgymo,PT7M6S
IbVR4kzVQrk,PT1M40S
EP5ExDvQ3p4,PT48M52S
L34y5NGMQBY,PT7M58S
-v-_Z11T5L4,PT11M43S
XvHgyZYz2LY,PT4M24S
_KEN-cxmGw8,PT1M31S
piyds9slayg,PT6M31S
o9zRQijCN5w,PT3M34S
Em8C6AvD4sk,PT7M14S
TNRrY8m71u4,PT13M9S
9QkNE2m4ZDM,PT4M47S
FA_gIAGNDQ8,PT2M11S
d7E3F0Vt2rE,PT1M24S
PcYo_bdCvTk,PT5M6S
lD0etN63KCg,PT4M16S
KWn4JmiM2pM,PT1M21S
J0VUaYYK-zk,PT1M38S
aLSG3178eD4,PT45S
hQlXLdZtX6s,PT3M26S
Upems4CB_ps,PT31S
6OSySP61QuA,PT3M22S
Stbz2qg3ACc,PT31S
XbuQAbG2AZ0,PT35M10S
TsT5GLWgSkU,PT1M3S
LU6xDgpnIyM,PT18M25S
k_aT3jAK_QU,PT7M6S
aT1gOazMMm8,PT4M52S
tuONqBMf3XA,PT24M43S
SFr0fCgrTNQ,PT20M29S
fLwKs5yslSU,PT2M27S
pCfmsVFCPmY,PT3M38S
rdJdJpwmcKU,PT4M
sk-DFZh1G1w,PT11M40S
nMbUA7dghlk,PT6M14S
we2XODhx-CM,PT6M25S
Iay3Wu6wybA,PT4M4S
h5XzGyjEkkc,PT1M42S
sTvY9Llqtms,PT5M7S
izwomieBwG0,PT10M20S
ZBXZojt6dpM,PT3M44S
Lwfhn_MiTTg,PT9M25S
pWZnhJay0Y8,PT7M32S
0vhxoVwqZkk,PT9M13S
kehML-RAkd4,PT11M3S
0xCggNCs2kU,PT4M4S
BLts9UN_K3g,PT3M51S
CV0J3Bq3BIc,PT1M7S
2BIx2x-Q2fE,PT9M20S
aTvw9_dxBlk,PT5M57S
0MyCrMrkMFo,PT15M19S
UAdJvXMIlXc,PT1M15S
4SvJgnhnUag,PT47S
TPcV_3D3V2A,PT2M40S
Zx7p_tmWlq0,PT19M29S
2nJ3U5dzvPs,PT4M12S
ri1m5j_yq8A,PT53S
sQi0Yu1ApyE,PT2M40S
6d6SmcYcP_U,PT3M12S
Ah7ldw_WmtE,PT33S
dQLlS4l1UJk,PT3M23S
lRdsL1z7Ml4,PT2M4S
Wfoy_OvNDvw,PT1M31S
dcZY7uG-mn4,PT1M17S
lDyHwwSMRmM,PT33S
WG8JK-cPu-g,PT1M48S
SM1w9PEQOE8,PT6M48S
SA7AIQw-7Ms,PT4M47S
gob0unzEdRw,PT6M13S
8kFnLQySIzU,PT5M53S
EKkzbbLYPuI,PT3M7S
bMrRN99DYKU,PT2M22S
817P8W8-mGE,PT4M19S
0qpE8IHz3go,PT13M19S
2HboMs0vbsE,PT6M7S
Em9EI37Yy9g,PT9M33S
e5N_Tq1EtRQ,PT53S
tfaGleA4qYo,PT2M18S
OZqsFkJpvj0,PT5M35S
jLM2ibaRbrk,PT4M58S
wSwewlSkIXU,PT4M36S
44W9qstI8H8,PT4M13S
sYorT6jRNDc,PT4M33S
fEskVQgtwaI,PT2M30S
tNla9nyRMmQ,PT5M42S
o7iL2KzDh38,PT3M4S
aA6Z0x4rX30,PT7M27S
OrwBc6PwAcY,PT2M29S
osc1DbNpNXE,PT3M38S
HaRpFCEWLE0,PT4M33S
9fe3ECuYWlI,PT4M28S
eep4_0JaaG8,PT8M37S
7NcVNt7zQJM,PT3M40S
vOKOamXsXYE,PT4M56S
cIriwVhRPVA,PT4M5S
SYVSeH6sYYU,PT3M42S
UKKYt6fWob8,PT11M11S
EA5Tn5Gw_8s,PT3M55S
jSh3FFKFH_g,PT3M24S
VhexfxLPgTE,PT2M12S
J2kNt-PHayo,PT12M19S
f2xPEy4PrmA,PT1M19S
51tc6o12uqA,PT8M
gvZW4Lh-8Mc,PT1M22S
mGAdg2lB6nQ,PT2M24S
be3BHwNi58A,PT10M16S
eu6hJx1L9IU,PT4M21S
oX4YCoO6tK4,PT22M32S
DQQN_79QrDY,PT10M3S
H9wMNxbQM-4,PT6M21S
GhcqN2FDAnA,PT1M19S
8cpqLRC7T80,PT24M14S
2iC9IGKIP50,PT3M52S
hBvcngHRTFg,PT9M56S
h8hMvvP_Bdo,PT4M37S
QF031DwMffQ,PT2M3S
Mqaobr6w6_I,PT11M5S
-py2awmME8s,PT2M25S
beUCw1VH11U,PT5M26S
ElmsIGT85tI,PT3M34S
B9127l-xpdE,PT14M15S
hms9nX3RUdk,PT8M23S
QUDYmBTrudU,PT1M13S
uUEdjGTIB9Y,PT17M21S
WXyLdg4mJxo,PT4M2S
Bju5Enu--80,PT5M12S
uLY6Nypmk1A,PT2M35S
lyavSkF30Rs,PT6M28S
k9oMv0JzCn8,PT4M10S
8bKKVuZA0ys,PT5M18S
RxzZ_OXQApM,PT42S
CVPp5FtQN8E,PT3M11S
BGtsTNCMrQI,PT26S
p7E8g-Ity0k,PT2H49M35S
_9YMpuLDnwo,PT18M23S
Z2Y8jGrkrDc,PT21S
e77J4g0LMOk,PT6M30S
sW5HaEsnuMI,PT11M43S
bXYkU5u5pzg,PT27S
spuXN0ccRQ8,PT11M2S
xejjA2AFO5I,PT45S
iMg9ibfcBnM,PT7M7S
sxxJug2Ob_A,PT4M38S
AWtpYfjylCo,PT8M3S
Z48OG9917mg,PT2M40S
an6dsm86Kn4,PT16M33S
gkvhlo4a5iQ,PT6M9S
oFBuCp19L7M,PT6M12S
EYLUUm9SLW0,PT16M12S
-rZkKvRZ0UE,PT1M1S
MQSRmx9zS64,PT10M24S
olOdCkYIsrA,PT2M41S
uFUHjJQIC_4,PT12M
aSO1gltbg0o,PT3M24S
8IEvxQKzLyI,PT14M2S
PWrsHhAuVZg,PT49M49S
qaivW5joQrk,PT6M3S
SsmgtO1zAhg,PT1M47S
cNrfQm9yG5o,PT3M49S
wG7byaLSmFU,PT3M51S
-gfGtIHfU7A,PT4M57S
1I0cUTXwr-k,PT6M51S
GxLYCKB8v2w,PT4M15S
GDUncuEErzQ,PT4M12S
5MtBgDVPtx0,PT2M47S
JdrdNQfZoqs,PT57S
SxAp27sFaIM,PT4M47S
266EI7hdjFs,PT16S
c3BTGJgd8Wo,PT39M50S
me5ifeBFaFo,PT1M49S
-C5q3oir8gA,PT11M39S
X6iJ0hPpGec,PT8M22S
xl3HhY2BTuU,PT8M23S
sjN-NGsRg9g,PT3M7S
1l26UFQ06eQ,PT3M20S
w4lcP5ZA4wg,PT1M43S
92HCNclQOYo,PT1M52S
a-4_6bThk2E,PT8M45S
48qcnpCWBq0,PT2M59S
6wHVgiM0R54,PT4M1S
YF6xzqOfCD8,PT2M46S
JR4oPuV3CWg,PT3M31S
JgByDCdtNE8,PT6M24S
l5S5DM564O8,PT59M35S
bJNnsAmNoUc,PT3M31S
3SlG3sE8Ytg,PT9M8S
X212iTIMfYU,PT7M25S
76-ui4F8DJ0,PT24M7S
6SevTnFTdpA,PT6M43S
A34O0pCAQ60,PT2M22S
OdpHOc7vqHA,PT17M13S
0doVNhCyoA4,PT24M3S
DgOUdtUlL24,PT11M4S
UpGPcHrVUZI,PT31S
eV6yLbWCMDU,PT3M31S
HVjlcUtuENM,PT5M24S
a33EuuqAP9U,PT13M20S
q_yzyuYDhVw,PT2M46S
pKkZjjhPCQM,PT12M7S
a_iMlwkzwow,PT6M46S
dDAlGl_8f9U,PT4M19S
-RmUADCWI4A,PT11M41S
YvcIeSfaB3c,PT12M53S
qgTtyfgzGc0,PT45S
z1FfOwjlqxU,PT5M3S
KjICBHj1EzM,PT9M43S
k8RSetlPF04,PT17M27S
BOZngVYS04s,PT4M1S
mrORbZ2dS08,PT3M11S
dd3XfA4NVcQ,PT56S
v_CMMWCN5nQ,PT7M6S
AtbyHpFeVDI,PT7M11S
U0Az4NHlzfc,PT2M18S
R8WBN3fJmwM,PT14M28S
blgS56pESPk,PT2M58S
BC19fhyTG_M,PT2M41S
mIxlvVlOIS0,PT5M40S
84hXRY0uwQ0,PT29M31S
2v34qDKvLqM,PT5M15S
0v-6AylRH68,PT43S
xi8u9DcC0_Q,PT5M38S
u5Jw7D-c3II,PT9M2S
OImHUNVLlco,PT2M1S
Gw-Mm-hS_UY,PT3M46S
Cfn25A6krNg,PT1M15S
kJ18whKduFo,PT10M19S
oxSlLYC_Exw,PT3M42S
Sl-NvOZ23m8,PT7M46S
TzQe4sqjZT8,PT2M42S
hKqzBGE5w-0,PT1H36M33S
AW9M7Cmzjj8,PT2M51S
CRnCh-Y-kwM,PT56S
YF8415hDtEg,PT1M14S
Qh06wlg9RmU,PT3M17S
q6xkWA0Qi98,PT3M57S
J7BVU65c8AQ,PT6M35S
SiDhj1Vq-uQ,PT4H45M34S
W_pH4u5-NhE,PT1M
nVHcXZK7pKs,PT8M13S
tfyNPxM-M-w,PT4M45S
MDsJ9hheH30,PT1M25S
ajh-Gn-2wWo,PT47S
FlsCjmMhFmw,PT7M15S
Zh4c5IrllBg,PT11M54S
7Nv1KoqM6vc,PT3M51S
QbDuBTWrU-o,PT5M44S
Bf22Vq5phKo,PT10M32S
upzmEBwEtpo,PT7M7S
qLVZiKDNxtw,PT2M28S
KXRYlfjlFLk,PT3M47S
GnevZOMl78I,PT3M22S
koUB3vl737c,PT18M33S
5wKYV-9Tq1o,PT9M44S
aJ9XruZm_Hg,PT1M21S
5Kk5QxB9lWk,PT3M8S
UZf9m_x7o88,PT7M13S
Xpw0ts8RTfk,PT32M9S
0lXX3dJUAGY,PT5M5S
t9JlSrTH9r0,PT51M30S
6bJRu0_p-Ig,PT4M
Hi91aDmYI2E,PT1M48S
XSP5yHZN1I4,PT3M48S
h4kv0iKgiks,PT9M34S
j5cSKF5FzD0,PT3M51S
QA2fKoT6Sig,PT1M27S
mG9kK9TgxkQ,PT41S
PgpOosts_Ms,PT2M39S
3Xb3eOH4PMA,PT6M50S
smRlXuBcp3c,PT1M55S
AgrK2P3Ruug,PT4M51S
D8PXRnN0KPU,PT8M7S
I_puTos3yVs,PT2M35S
BPmgDhwbd1w,PT6M18S
__4c1JCHvaQ,PT21M22S
sFMehG2tDcA,PT37S
Hlch9lKAeXo,PT12M13S
kl39KHS07Xc,PT10M6S
_72fqgEevOo,PT6M2S
r8FQ5wUYm9c,PT1M37S
48pP0WFjuOE,PT8M24S
8mQelXnPxUQ,PT8M39S
IfYRzxeMdGs,PT8M50S
iU4J2FF23Do,PT38S
bg7RjxsghNY,PT3M36S
VRiJHZU0Fxg,PT7M2S
Ps-nEyvsCKY,PT8M23S
mkpINSUnDpA,PT6M4S
9U9N7U2XdcI,PT8M22S
Lx_rI8ACqsc,PT11M37S
GP0uH-PaE_E,PT6M53S
jgvQzWAhoiw,PT18M20S
PUvVjWR3zTQ,PT5M5S
mebZJFd8_Vw,PT12M42S
15aTCG3as6Q,PT10M32S
9WwKW2wIU-k,PT8H16M36S
rH_sH0jPVTg,PT5M20S
3yt4JsB9psg,PT10M20S
A_fUji0jTAE,PT4M36S
uA8d1Y4K-2w,PT10M1S
hNsd-m30m2E,PT7M
BEcs3TL8DII,PT3M45S
LO0FwPXJbi0,PT11M1S
qoPCbB_uGMw,PT1M3S
zslYmBRhdOM,PT12M3S
RggWMGU2iYw,PT34S
2sxuAm569IY,PT2M2S
AM1pavPRU8E,PT2M35S
R39-E3uG5J0,PT14M52S
l3f_1zEEnR0,PT2M39S
KDPG0YEsD5Q,PT5M19S
Rjv1NlMiUyI,PT3M40S
sciODVQP43w,PT1M15S
vgX5M1eVhyw,PT3M46S
NbUtY1RVvn8,PT6M55S
_h9EEni5rks,PT57S
tNOkWPYY8No,PT7M19S
3L_a9HxXzS0,PT2M59S
5wVnr3cahQg,PT13M25S
_cn12TCA4SY,PT3M43S
_0p3gPzPGNs,PT22S
r04uNjeWHO0,PT1M34S
Ux7f_eqeLYw,PT6M12S
JP5BL-lCoQI,PT55M28S
w4n1XcBdwFk,PT9M33S
9bdXZzQvb0U,PT1M
dYXaxeJBj5k,PT6M47S
GF_0i9WxA_s,PT9M2S
GcbsIv3QdFs,PT5M23S
2b5C6Xp3pwA,PT13M46S
kqWQFnH6h-E,PT6M43S
n1_Nx4OXnjU,PT13M16S
Yxv5EY-JwmU,PT57S
mlCflbej6EM,PT7M10S
9v_rtaye2yY,PT5M18S
vn9mMeWcgoM,PT2M27S
JBDWIGpKnwM,PT14M
aj8mN_7Apcw,PT1M56S
Bs5Ml7_2wT0,PT3H19M16S
iGXYZwZEZa0,PT7M6S
dyBFAX4SDEc,PT2M37S
vW7H-DKivX8,PT14M17S
56KYMMGudcU,PT6M12S
hjZJaf6FbOw,PT7M59S
EZSCtgfmEO0,PT6M29S
oXE-ssvbhQA,PT29M42S
eYJCjVkOImU,PT3M23S
jibff9m0SjQ,PT7M16S
bye513KciIk,PT3M26S
bPj2fbz0ZgA,PT9M31S
OVa-sqcDYZ4,PT26M54S
inZzcTXYowY,PT3M22S
6TOSV3-7hzU,PT1M22S
2jhwGiO5XJ8,PT6M16S
Sqbv7cCM5AI,PT3M45S
hpvDsw1D29w,PT1M2S
8KaKWPJq5dY,PT19M54S
5Ad2pIlg3Dk,PT1M8S
HKIIgYFhQlE,PT3M26S
h8Q3IhUwX_4,PT3M5S
MUB-h2NeQYA,PT2M48S
2E_HEeOpiEA,PT20M9S
d9h_qtOoFnA,PT3M54S
fd7M_5xW0SI,PT3M28S
2jP6MFBXFaA,PT6M3S
ixMqVcjsSVM,PT27M46S
p4qyWei8Kmo,PT1H17M22S
xlQLyAOQXjQ,PT25M3S
oKeF7K2VZtQ,PT1H1M15S
jXoDKhdUvFo,PT4M58S
exQ2u3qSfrM,PT3M27S
VFreC_yfQqs,PT1M19S
Wff1pf2EdS4,PT3M15S
sZWmwHjFRPI,PT3M56S
Nl6YEW1s7x8,PT3M25S
MkR8GY2YBAU,PT5M2S
LiXQFixzqJ4,PT3M34S
gd5a6LUuU-w,PT3M31S
vOEaiQ2d6Mo,PT4M27S
8Jmd7-1quDM,PT13M34S
VKY5Ws1Ys1w,PT9M39S
l35LGiJmXNs,PT1M18S
PXWlnc-Qcwg,PT37S
fuHcdFPBKy0,PT12M50S
6i2cebTn0nc,PT16M53S
00nmxR1mxIA,PT6M32S
bo8OYPYRTIY,PT5M59S
Ub53c95Soqk,PT6M3S
ZYCDNf1a-kY,PT4M51S
uwUchGQRXKM,PT15M36S
Zi9MkiQzl20,PT1M58S
H4CkXh3FSo8,PT4M3S
aphpJi5jKrM,PT5M19S
Y26pMy4jf8U,PT9M35S
fJJBAwiOjRI,PT14M41S
RdAKIVgTKuw,PT1M31S
MtFjRvKfv70,PT23M16S
ySBjb4_JGtY,PT4M42S
mQ8sFRuDyiU,PT41S
37xIzAWyO8I,PT16M30S
a9B4AgwYG4E,PT6M34S
O3bqhRN2thM,PT11M52S
upC36TCNXvg,PT6M48S
30TkClWvT5k,PT3M39S
q6xYUHb4B1k,PT10M54S
YPHDFdk_BW8,PT1M32S
cSp1dM2Vj48,PT2M26S
A8HLnDP6uRM,PT6M9S
S-4rhjO6xYg,PT18M6S
ZWAkzvL5Ho4,PT18S
Ep6-bNu16_I,PT17M13S
UVNIEszp2UQ,PT1H24M35S
X3gKYTc6lbw,PT4M12S
1bSDtlARvPI,PT4M37S
oiC_HG3u-nk,PT59S
UAJDrWVyOoA,PT3M45S
ta6sV6WrElE,PT13M12S
QsLmJq8cHlA,PT1M30S
K7XsnDRtAcw,PT1M44S
Zzi4EQKBbOY,PT2M29S
vglAsbxMX_Q,PT6M40S
RUbWdNGaYEg,PT50S
8H0alk0e0tg,PT1H7M22S
zYlW81GZYug,PT4M30S
OPbtnEXZ1H0,PT8M32S
S7kG641iA_g,PT3M48S
WmNGq56WMLE,PT2M37S
r3d2alzgjKc,PT11S
dw74T9x6lDE,PT7M52S
1yf8ZSjtXiI,PT4M14S
QOdVw75Vbv4,PT6M7S
tvs3yvEcARA,PT9M45S
GkgkP0ARxd0,PT5M38S
JlcJaCS4BPM,PT8M45S
KUSc7aScV9w,PT3M59S
r4VJ8o6yqzM,PT7M55S
t5Lz14wu1uw,PT28S
khPLWaBioOs,PT2M57S
UH0nTHb6OdY,PT10M26S
t5_dSCu_mLY,PT5M56S
-oOlAGKBXnA,PT27S
1HJkmKODN4Y,PT1M42S
3UoKswz6OQc,PT1M41S
2QHltvwTjSk,PT4M34S
yqulWPljawo,PT4M38S
IXJhN4cOVM0,PT2M33S
-o7zywbiFVI,PT1M4S
_JhaVNJb3ag,PT1M23S
2yCp-Dj5-7c,PT1M14S
N4LQuwSjc34,PT30M18S
oKuPJ7zF0_k,PT1M6S
fO8pPjlFtNw,PT10M8S
_ASpoeFRTZ0,PT3M19S
8dsf7S5GO1U,PT5M5S
FO_Ox_dH0M8,PT4M5S
XiIShINrftE,PT4M53S
ii3n7hYQOl4,PT1M23S
zIiIcjfA2-I,PT9H3M15S
lzuWvKn80V8,PT4M33S
AzLYMcneJMU,PT3H53M42S
RiVuoe-jaE0,PT59S
AeB90B9__xM,PT1M25S
3A-3NaPA3QU,PT11M5S
qE7psdp1jVE,PT12M13S
30UjfElERlc,PT1M5S
LTWh-i-iJqM,PT56M16S
Ali918UJSpU,PT40M5S
wJ5bOg46D7Y,PT7M42S
vfqeeScKVyc,PT10M6S
cON3fiEm3Lc,PT7M36S
6P6Ia5Qj9W0,PT2M40S
xp0m08eOD5U,PT3M55S
o8m2kXgCIMc,PT4M12S
exGGotfSuH0,PT1M38S
ZKUerb6IH4Y,PT13M14S
23QOy9Q2qNI,PT3M13S
DUYa7rjRz0s,PT4M1S
bo7cX6kCM2A,PT1M53S
j28Gt5_Mlo8,PT24S
1ZqFDsq09H8,PT17M10S
tFUKsthR-Ts,PT2M23S
kuTBea8_-LY,PT2M33S
9U2kr_QfhoQ,PT3M56S
SI1J2bbbOt4,PT4M6S
HDDIWGlBt3o,PT13M37S
8oKl_qDJHt4,PT3M55S
fOhB5JyEkOQ,PT8M25S
GSCP2yg-v2g,PT17M30S
a7NJ6Gek9v4,PT8M53S
lYEj9snU838,PT3M27S
0vKkwJwL77Y,PT5M2S
ZnQGzfrEpsc,PT4M20S
2GrKY7Qqal8,PT7M29S
JiOXpKU7tWc,PT3M53S
8qL4lMQQ9IE,PT10M52S
xNvlaa5-vtI,PT3M52S
9OeZYhjyweQ,PT2M36S
j7RZy2B73hw,PT10M10S
YlpXoQEqBWI,PT23M20S
Y62ExbHI4Yk,PT6M37S
h-h5Mhlt6O0,PT7M8S
wd8h1iND_ys,PT6M10S
QXcbVHFE2bo,PT7M1S
nUnJQWO4YJY,PT5M40S
0DpCDxoj_Xg,PT2M42S
MyAnv1nY5Vw,PT1M28S
fYo_ZqCFafU,PT9M23S
rRzxEiBLQCA,PT3M13S
Wl7V4LwkfQE,PT4M1S
oPM3jxnoqhk,PT4M19S
ERBEwrn4f7Q,PT4M12S
czX0j3L2ZzQ,PT2M57S
XsVy4ImgM0o,PT2M25S
qxbS8qbBL0c,PT3M50S
WOUZxG1JcGI,PT3M25S
dx0jvrlV_EQ,PT4M18S
SbnJwF7GrWg,PT3M43S
mSgDg1oiOCs,PT5M38S
vZJXXguLysI,PT3M38S
a49beT37Bc0,PT1M15S
bcHh116rcV0,PT2M2S
6wpb3YfXGqU,PT16M52S
Hfho_nJ5JJ8,PT7M46S
LRrzLpfdY1g,PT3M9S
ozhENW1LDa8,PT2M17S
SeVYqisjAQk,PT3M56S
zEHRNS-Scrs,PT18M39S
oFqHvacY9Kk,PT3M39S
givBfOQ47OE,PT2M51S
Vxww9Ap3DdM,PT4M11S
bMfcrZYOAnE,PT4M4S
_rUCjWv0vwA,PT3M31S
wENhHnJI1ys,PT8M41S
FITSPSA8gQs,PT3M49S
gCwDzQcbiF4,PT35S
3Z6kYVQC83E,PT3M13S
89OP78l9oF0,PT2M25S
pA5NbgdpRpk,PT42M10S
JOZzku2SrzQ,PT39S
8I_NkJ8VTEI,PT4M47S
vI4LHl4yFuo,PT2M1S
Oy9R-z7YTRc,PT9M27S
s1yurGsRM_s,PT6M20S
XkVwqEdYlNA,PT6M15S
Na7VFFnqWVI,PT4M20S
oQxKEtoHygY,PT4M6S
6FbdqwlR0H4,PT3M30S
IQYLPEuAClo,PT10M42S
iKjEoPA0LlY,PT5M17S
ZLFak6N04GY,PT5M38S
KROef3M9gjk,PT1M51S
stMM0EsoGwY,PT32M26S
wTiDluJ4Yd0,PT5M37S
dedaP9ym-hY,PT2M49S
66kn6Dcr12E,PT31S
QK0s815RTJk,PT3M16S
tT-lTxhW7pY,PT5M11S
hZJDAJDD-uw,PT5M36S
t7Fa1GUf-LE,PT1H43M31S
tUBLW5bCqfM,PT5M56S
HTi1c_tLnqw,PT3M11S
3j5eGupDWY4,PT4M1S
KjHan6D3O3g,PT2M36S
IC_lnyn2R2Q,PT2M10S
BWJY1na9qao,PT10M40S
DkXD5949qqQ,PT2M37S
PKa01AvSATE,PT14M58S
kzFHjyysXr0,PT5M54S
AYte8ks2KAk,PT5H36M46S
yArprk0q9eE,PT9M
CSDHM6iuogI,PT1M49S
1w9tf3vSuVs,PT32M8S
K4STcvndzbE,PT2M13S
-QxZv_wJ1aA,PT2M49S
r4ppTbMcFTo,PT3M43S
Jq_98dJuIck,PT4M26S
Dm9iTlsaie4,PT6M53S
wtTmLBfIiG4,PT1M1S
kZ3xRQOhpQI,PT6M10S
kz1xzBYppW8,PT1M18S
31Fbv9qRV7s,PT3M51S
Gjs1QSa9fpI,PT13M58S
NvG1FTafzAw,PT58S
hphLiGW6FgE,PT4M56S
sMEmj80EJy8,PT9M10S
32YGGYaUTgE,PT6M9S
8J2q99ApzGs,PT2M28S
1UPJ_Uk9s5c,PT55M35S
VWFoCcbXqAw,PT3M45S
ZeGNvhAsUW8,PT3M17S
UPPkvPe5WJ8,PT33M
dkD1l8iKedE,PT48M41S
RBpLVXNN6i0,PT2M48S
lJkXbzQPIkM,PT5M17S
hMBxriQamIU,PT3M30S
1iUgR_lKn1c,PT1M59S
w1zwGLBpULs,PT22M49S
1emNguW5xAA,PT12M20S
PRHVfIbeGpQ,PT16S
Z7GkGeZrb2Y,PT10M6S
fEqzx-36pOo,PT2M58S
EtfIzNdt9Ac,PT9M59S
8d_202l55LU,PT3H11M17S
hu_4yAZVNsU,PT56M30S
xLkHEZTSeoU,PT22M38S
Oapebl0bADA,PT3M45S
6xe64i_4GhM,PT11M12S
wzKL-bQKcgA,PT3M14S
lV3eV9w0h0U,PT10M4S
h_67XloYXTc,PT3M47S
ZLgE9FBOtTY,PT6M37S
0b6l7MIaGdA,PT7M54S
MvIwx0JThsk,PT3M13S
oD9XpUKD7y4,PT28M11S
DbF91ZtpGGc,PT1M22S
NVe6fC4Af-w,PT2M56S
BHuH-vySEMA,PT5M41S
ChF_ypmiIs8,PT3M16S
dRvKm__GrqU,PT2M1S
NsUQU3r2nsM,PT54S
sD_31GJmhUc,PT3M15S
6ZJghIk7_VA,PT11M10S
arv7U6cfD40,PT4M2S
jehMXPadHS0,PT6M16S
TOdGYZ20oSc,PT12M40S
Y0D0s9eIKuw,PT15M12S
adz_lnvL0qI,PT1M14S
bAHAwesTLB4,PT2M40S
YfOHh5mt9SM,PT7M58S
hXz4LdA-BRI,PT33M36S
_CZHqpIpN4k,PT10M7S
FY8T06A-j_c,PT3M14S
DIM6F38ITsY,PT13M51S
IMzf3C34NNM,PT2M24S
OkvNxYMyips,PT35S
POcPgCMwYGE,PT4M39S
ui05f6CoIxA,PT3M16S
Alt2HGrsfnw,PT6M5S
ZOBvRs4btvE,PT5M1S
0bSE-rh7jFg,PT3M37S
lw_KFCgcvA4,PT3M31S
RQREeUE9eGI,PT5M34S
3fArI2PZBUo,PT1M52S
9FVkXIj-wLQ,PT11M53S
1PhdQdJjDZc,PT54S
7l2NnC0MNt4,PT6M7S
So_guHTJ4Ng,PT2M34S
GpekGi00XCE,PT3M6S
B7B6x2bHcUs,PT2M13S
DrY4EUirqgE,PT1M52S
eiDiKwbGfIY,PT5M34S
OPHbqY9LHCs,PT41M58S
noUH5aYUBx4,PT8M21S
TZSVf-yD7N8,PT11M39S
K-yazBBF3gE,PT4M48S
Wpr2WvQn-kg,PT10M11S
T7H7uH2t854,PT4M22S
p2P5jrcNwY4,PT5M20S
9mwM1VB9qs0,PT5M23S
GIRJck1pVRA,PT4M53S
D7sj7L1uLiw,PT12M23S
prmQgSpV3fA,PT10M55S
QRis1pHOhj4,PT3M26S
t0N7Vv7bafU,PT51S
oxd0unpN_Hw,PT3M23S
-RUbNqpwOt8,PT6M22S
ZWGh7si0Y50,PT2M17S
CHXD9k19q1Y,PT5M22S
ZTwOsL-pVzU,PT9M13S
JVHFMBfG-cM,PT3M39S
dR10LRByhRc,PT8M24S
oiAe-vck-sc,PT5M41S
AenmqoozqoA,PT2M54S
TDqjoaURNOQ,PT19M25S
hiGqKwy4yM0,PT3M58S
QDHcA33yT0I,PT2M39S
QzQpsHScgHs,PT21M29S
6kLYXbNZWRs,PT4M54S
bw_ob5GFi6I,PT4M58S
IjFxx9SrOTU,PT2M39S
37z3bfXu3BA,PT2M47S
eZFvbili87g,PT1M49S
HJqALBKE4r4,PT4M55S
Id2hMkmcIMA,PT1M17S
P4VipvC54W4,PT1M35S
-W6v2_0evUU,PT2M41S
sVfTvLm-7Ac,PT37S
dI5IxmA19jw,PT1M39S
OdJh_Q5XY4U,PT14M14S
iCXQwI2Luw8,PT1M9S
F4Q3kWZ369A,PT2M8S
MYmQlBpF5e0,PT18M8S
JuUi12XbalE,PT5M53S
SqyPQ5eAgCY,PT8M48S
OmM425PFd3Y,PT1M47S
2vQ_fnlvvr8,PT3M2S
b9lb2x_OHOk,PT7M43S
Dc6ZDo9ViNA,PT3M16S
EajOkkJ80uc,PT6M37S
gG_XI2jXMKs,PT26M26S
2fJIRQJ39eA,PT1H17M56S
h_-JFUci0BM,PT4M2S
fZYtg2BTWBI,PT36M18S
_odvYvbW9VM,PT8M30S
PitE6FVIjgs,PT4M19S
qVYwqepVCY0,PT20M10S
BR7AnZ3S8u8,PT1M21S
X9QiHlEC22U,PT18M11S
dmtTnGlTUI0,PT3M35S
cZxOvNxbi7U,PT2M16S
DWG2mSSBi8U,PT11M11S
IbmvDn6I6sI,PT1M8S
eQTcXGk9BRk,PT2M55S
KKwmGuQaMfo,PT7M11S
IR8k4uYnTfI,PT22M2S
acVAwLTe3lM,PT29S
-t5YLGn3VHQ,PT31S
hOulcmOHCIQ,PT7M26S
v9wbMzkVseE,PT11M37S
FnAx2bLICOo,PT27S
JcdLF6XQ0iw,PT14M1S
1Znl8OUBa_o,PT5M32S
SO0HTI8QuQU,PT1M27S
GjDK_6NtYGQ,PT39M
I-xZz2OabW0,PT11M1S
